tau,T,cost_pure_llm_usd,cost_switching_usd,cost_saving_usd,cost_saving_pct,threshold_pct,threshold_score,llm_trials_to_target,switch_trials_to_target,trials_saved,llm_final_score,gp_final_score,switch_final_score,quality_delta,gp_advantage,llm_improvement_after_tau,llm_plateaued,model,dataset,seed,start_idx
2,25,0.0074829999999999,0.0003234999999999,0.0071595,95.6768675664853,0.95,0.9183333333333334,1,1,0,0.96,0.9666666666666668,0.9666666666666668,0.006666666666666821,0.006666666666666821,0.0,True,rf,iris,2,2
7,25,0.0075114999999999,0.0014559999999999,0.0060555,80.61638820475379,0.95,0.9236111111111108,1,1,0,0.9553968253968254,0.972222222222222,0.972222222222222,0.016825396825396632,0.016825396825396632,0.0,True,rf,wine,0,0
12,25,0.007527999999999901,0.0030324999999999,0.004495500000000001,59.71705632306137,0.95,0.9341666666666665,1,1,0,0.9553968253968254,0.9833333333333332,0.9833333333333332,0.027936507936507815,0.027936507936507815,0.0,True,rf,wine,0,1
2,25,0.0075019999999999,0.0003234999999999,0.0071785,95.687816582246,0.95,0.9341666666666665,1,1,0,0.9553968253968254,0.9833333333333332,0.9833333333333332,0.027936507936507815,0.027936507936507815,0.0,True,rf,wine,0,2
1,25,0.0075474999999999,0.0001525,0.0073949999999999,97.97946339847628,0.95,0.9341666666666665,1,1,0,0.9553968253968254,0.9833333333333332,0.9833333333333332,0.027936507936507815,0.027936507936507815,0.0,True,rf,wine,1,0
2,25,0.0075204999999999,0.0003234999999999,0.007196999999999999,95.69842430689575,0.95,0.9341666666666665,1,1,0,0.9553968253968254,0.9833333333333332,0.9833333333333332,0.027936507936507815,0.027936507936507815,0.0,True,rf,wine,1,1
1,25,0.0075194999999998995,0.0001525,0.0073669999999999,97.97193962364516,0.95,0.9287380952380951,1,1,0,0.9553968253968254,0.9776190476190476,0.9776190476190476,0.022222222222222254,0.022222222222222254,0.0,True,rf,wine,1,2
1,25,0.0074744999999999005,0.0001525,0.007321999999999901,97.95972974780919,0.95,0.9341666666666665,1,1,0,0.9553968253968254,0.9833333333333332,0.9833333333333332,0.027936507936507815,0.027936507936507815,0.0,True,rf,wine,2,0
3,25,0.007502499999999901,0.0005129999999999,0.006989500000000001,93.16227924025449,0.95,0.9341666666666665,1,1,0,0.9553968253968254,0.9833333333333332,0.9833333333333332,0.027936507936507815,0.027936507936507815,0.0,True,rf,wine,2,1
2,25,0.0074929999999999,0.0003234999999999,0.0071695,95.68263712798739,0.95,0.9341666666666665,1,1,0,0.9553968253968254,0.9833333333333332,0.9833333333333332,0.027936507936507815,0.027936507936507815,0.0,True,rf,wine,2,2
24,25,0.0075109999999999,0.0071644999999999,0.0003464999999999996,4.613233923578807,0.95,0.8934513308573195,1,1,0,0.91264933457134,0.940475085112968,0.940475085112968,0.027825750541627947,0.027825750541627947,0.0,True,rf,digits,0,0
1,25,0.0074839999999999,0.0001525,0.0073314999999999,97.96231961517903,0.95,0.8997920148560816,1,1,0,0.91264933457134,0.9471494893221912,0.9471494893221912,0.03450015475085122,0.03450015475085122,0.0,True,rf,digits,0,1
10,25,0.0074924999999999,0.0023664999999999,0.005126,68.415081748416,0.95,0.8950376044568243,1,1,0,0.91264933457134,0.9421448467966572,0.9421448467966572,0.02949551222531721,0.02949551222531721,0.0,True,rf,digits,0,2
5,25,0.0074924999999999,0.0009474999999999,0.0065450000000000005,87.35402068735519,0.95,0.8992671773444754,1,1,0,0.91264933457134,0.9465970287836584,0.9465970287836584,0.03394769421231836,0.03394769421231836,0.0,True,rf,digits,1,0
2,25,0.007501999999999899,0.0003234999999999,0.007178499999999999,95.687816582246,0.95,0.8976809037449704,1,1,0,0.91264933457134,0.944927267099969,0.944927267099969,0.03227793252862898,0.03227793252862898,0.0,True,rf,digits,1,1
1,25,0.0074929999999999,0.0001525,0.0073404999999999,97.96476711597488,0.95,0.8929191426802847,1,1,0,0.91264933457134,0.9399148870318786,0.9399148870318786,0.027265552460538633,0.027265552460538633,0.0,True,rf,digits,1,2
1,25,0.0074834999999999,0.0001525,0.0073309999999999,97.9621834703013,0.95,0.8913313989476941,1,1,0,0.91264933457134,0.938243577839678,0.938243577839678,0.025594243268338035,0.025594243268338035,0.0,True,rf,digits,2,0
3,25,0.0075194999999999,0.0005129999999999,0.007006500000000001,93.17773788150933,0.95,0.8987335190343547,1,1,0,0.91264933457134,0.9460352831940576,0.9460352831940576,0.0333859486227176,0.0333859486227176,0.0,True,rf,digits,2,1
2,25,0.007483499999999901,0.0003234999999999,0.0071600000000000006,95.67715641077164,0.95,0.8950317239244816,1,1,0,0.91264933457134,0.9421386567626122,0.9421386567626122,0.029489322191272205,0.029489322191272205,0.0,True,rf,digits,2,2
10,25,0.0074199999999999,0.0023574999999998996,0.0050625,68.22776280323542,0.95,0.9149705014749263,1,1,0,0.9631268436578172,0.9631268436578172,0.9631268436578172,0.0,0.0,0.0,True,rf,breast,0,0
25,25,0.0074204999999999,0.0074204999999999,0.0,0.0,0.95,0.9183038348082596,1,1,0,0.9631268436578172,0.9666356155876418,0.9631268436578172,0.0,0.0035087719298245723,0.0,True,rf,breast,0,1
25,25,0.0074204999999999,0.0074204999999999,0.0,0.0,0.95,0.9183185840707963,1,1,0,0.9631268436578172,0.966651141127154,0.9631268436578172,0.0,0.003524297469336801,0.0,True,rf,breast,0,2
25,25,0.0074199999999999,0.0074199999999999,0.0,0.0,0.95,0.9149705014749263,1,1,0,0.9631268436578172,0.9631268436578172,0.9631268436578172,0.0,0.0,0.0,True,rf,breast,1,0
2,25,0.007420999999999901,0.0003234999999999,0.0070975000000000005,95.6407492251731,0.95,0.9216519174041298,1,1,0,0.9631268436578172,0.9701599130569788,0.9701599130569788,0.007033069399161596,0.007033069399161596,0.0,True,rf,breast,1,1
1,25,0.007429499999999901,0.0001525,0.007276999999999901,97.94737196311996,0.95,0.9149999999999998,1,1,0,0.9631268436578172,0.963157894736842,0.963157894736842,3.105107902479087e-05,3.105107902479087e-05,0.0,True,rf,breast,1,2
1,25,0.0074384999999999,0.0001525,0.0072859999999999,97.9498554816159,0.95,0.9149705014749263,1,1,0,0.9631268436578172,0.9613569321533924,0.9631268436578172,0.0,-0.0017699115044248481,0.0,True,rf,breast,2,0
9,25,0.007428999999999899,0.0020384999999998998,0.0053904999999999995,72.56023690941005,0.95,0.9149852507374632,1,1,0,0.9631268436578172,0.9631423691973297,0.9631423691973297,1.5525539512450948e-05,1.5525539512450948e-05,0.0,True,rf,breast,2,1
25,25,0.007420999999999901,0.007420999999999901,0.0,0.0,0.95,0.9166224188790559,1,1,0,0.9631268436578172,0.9648657040832168,0.9631268436578172,0.0,0.0017388604253996132,0.0,True,rf,breast,2,2
25,25,0.007542500000000001,0.007542500000000001,0.0,0.0,0.95,-3018.2353051858804,25,25,0,-3333.116549927477,-3177.089794932506,-3333.116549927477,0.0,156.02675499497127,0.0,True,rf,diabetes,0,0
19,25,0.007542500000000001,0.0054815,0.0020610000000000003,27.325157441166724,0.95,-3012.9142785394993,25,25,0,-3333.116549927477,-3171.4887142521047,-3171.4887142521047,161.62783567537235,161.62783567537235,0.0,True,rf,diabetes,0,1
9,25,0.007542500000000001,0.0020654999999999996,0.005477000000000001,72.61518064302288,0.95,-3062.999202357107,25,25,0,-3333.116549927477,-3224.209686691692,-3224.209686691692,108.9068632357853,108.9068632357853,0.0,True,rf,diabetes,0,2
25,25,0.007542500000000001,0.007542500000000001,0.0,0.0,0.95,-3016.0726755555734,25,25,0,-3333.116549927477,-3174.813342690077,-3333.116549927477,0.0,158.30320723739987,0.0,True,rf,diabetes,1,0
2,25,0.007551500000000001,0.000326,0.007225500000000001,95.68297689200821,0.95,-3012.5085472909295,25,25,0,-3333.116549927477,-3171.061628727294,-3171.061628727294,162.0549212001829,162.0549212001829,0.0,True,rf,diabetes,1,1
1,25,0.007542500000000001,0.0001535,0.007389000000000001,97.96486576068943,0.95,-3026.3965459340193,25,25,0,-3333.116549927477,-3185.680574667389,-3185.680574667389,147.43597526008807,147.43597526008807,0.0,True,rf,diabetes,1,2
1,25,0.007542500000000001,0.0001535,0.007389000000000001,97.96486576068943,0.95,-3005.2795767607313,25,25,0,-3333.116549927477,-3163.452186063928,-3163.452186063928,169.66436386354917,169.66436386354917,0.0,True,rf,diabetes,2,0
12,25,0.007542500000000001,0.003077,0.004465500000000001,59.204507789194565,0.95,-3011.179933775899,25,25,0,-3333.116549927477,-3169.663088185157,-3169.663088185157,163.4534617423201,163.4534617423201,0.0,True,rf,diabetes,2,1
11,25,0.007542500000000001,0.0027335,0.004809000000000001,63.75870069605569,0.95,-3023.3750093506915,25,25,0,-3333.116549927477,-3182.500009842833,-3182.500009842833,150.61654008464393,150.61654008464393,0.0,True,rf,diabetes,2,2
11,25,0.007603999999999799,0.0027319999999998,0.004872,64.07154129405745,0.95,-18.606368372542963,25,25,0,-20.62478230893966,-19.58565091846628,-19.58565091846628,1.0391313904733828,1.0391313904733828,0.0,True,rf,boston,0,0
11,25,0.0076129999999998,0.0027409999999998,0.004872,63.995796663603414,0.95,-18.05843184012319,25,25,0,-20.62478230893966,-19.00887562118231,-19.00887562118231,1.6159066877573522,1.6159066877573522,0.0,True,rf,boston,0,1
2,25,0.0076034999999998,0.00032649999999999997,0.007276999999999799,95.70592490300507,0.95,-19.145118572087494,25,25,0,-20.62478230893966,-20.152756391671048,-20.152756391671048,0.4720259172686134,0.4720259172686134,0.0,True,rf,boston,0,2
11,25,0.0076044999999999,0.0027324999999999,0.0048720000000000005,64.06732855546143,0.95,-18.50817998764702,25,25,0,-20.62478230893965,-19.48229472383897,-19.48229472383897,1.1424875851006817,1.1424875851006817,0.0,True,rf,boston,1,0
2,25,0.007613499999999901,0.00032649999999999997,0.007286999999999901,95.71156498325338,0.95,-18.00423567245899,25,25,0,-20.62478230893966,-18.95182702364104,-18.95182702364104,1.6729552852986203,1.6729552852986203,0.0,True,rf,boston,1,1
1,25,0.0076044999999999,0.000154,0.007450499999999901,97.97488329278715,0.95,-18.53119812209385,25,25,0,-20.62478230893966,-19.50652433904616,-19.50652433904616,1.1182579698935022,1.1182579698935022,3.552713678800501e-15,True,rf,boston,1,2
1,25,0.007613499999999901,0.000154,0.007459499999999901,97.97727720496485,0.95,-19.06792115174295,25,25,0,-20.62478230893966,-20.071495949203108,-20.071495949203108,0.5532863597365534,0.5532863597365534,0.0,True,rf,boston,2,0
15,25,0.007613499999999901,0.0041334999999999,0.0034800000000000005,45.708281342353,0.95,-17.94904560694288,25,25,0,-20.62478230893966,-18.893732217834614,-18.893732217834614,1.7310500911050468,1.7310500911050468,0.0,True,rf,boston,2,1
8,25,0.007613499999999901,0.0017784999999999,0.005835000000000001,76.64017863006603,0.95,-18.343551700593654,25,25,0,-20.62478230893966,-19.309001790098584,-19.309001790098584,1.315780518841077,1.315780518841077,0.0,True,rf,boston,2,2
19,25,0.007959999999999799,0.0057984999999998,0.0021614999999999985,27.154522613065993,0.95,0.9183333333333334,25,20,5,0.8200000000000001,0.9666666666666668,0.9666666666666668,0.14666666666666672,0.14666666666666672,0.0,True,mlp,iris,0,0
22,25,0.007961999999999799,0.006881999999999801,0.0010799999999999985,13.564431047475832,0.95,0.9183333333333334,25,23,2,0.8200000000000001,0.9666666666666668,0.9666666666666668,0.14666666666666672,0.14666666666666672,0.0,True,mlp,iris,0,1
1,25,0.0080264999999999,0.0001605,0.0078659999999999,98.00037376191365,0.95,0.9183333333333334,3,2,1,0.9666666666666668,0.9666666666666668,0.9666666666666668,0.0,0.0,0.14666666666666672,False,mlp,iris,0,2
2,25,0.0079664999999998,0.0003404999999999,0.0076259999999999,95.72585200527323,0.95,0.9246666666666666,25,3,22,0.8200000000000001,0.9733333333333334,0.9733333333333334,0.15333333333333332,0.15333333333333332,0.0,True,mlp,iris,1,0
3,25,0.007967499999999699,0.0005494999999997999,0.007417999999999899,93.10323187951276,0.95,0.9183333333333334,25,4,21,0.8200000000000001,0.9666666666666668,0.9666666666666668,0.14666666666666672,0.14666666666666672,0.0,True,mlp,iris,1,1
1,25,0.0079629999999998,0.0001605,0.0078024999999998,97.9844279794047,0.95,0.9246666666666666,25,2,23,0.8200000000000001,0.9733333333333334,0.9733333333333334,0.15333333333333332,0.15333333333333332,0.0,True,mlp,iris,1,2
7,25,0.0079774999999997,0.0015749999999997,0.0064025,80.2569727358225,0.95,0.9183333333333334,25,8,17,0.8200000000000001,0.9666666666666668,0.9666666666666668,0.14666666666666672,0.14666666666666672,0.0,True,mlp,iris,2,0
1,25,0.0079784999999997,0.0001605,0.0078179999999997,97.98834367362281,0.95,0.9183333333333334,25,2,23,0.8200000000000001,0.9666666666666668,0.9666666666666668,0.14666666666666672,0.14666666666666672,0.0,True,mlp,iris,2,1
7,25,0.0079574999999998,0.0015689999999998002,0.0063885,80.28275212064293,0.95,0.9246666666666666,25,8,17,0.8200000000000001,0.9733333333333334,0.9733333333333334,0.15333333333333332,0.15333333333333332,0.0,True,mlp,iris,2,2
24,25,0.007966999999999799,0.0076069999999998,0.0003599999999999992,4.518639387473431,0.95,0.9394444444444443,1,1,0,0.9436507936507936,0.9888888888888888,0.9888888888888888,0.04523809523809519,0.04523809523809519,0.0,True,mlp,wine,0,0
24,25,0.0079534999999998,0.0075964999999998,0.0003569999999999997,4.4885899289622015,0.95,0.9394444444444443,1,1,0,0.9436507936507936,0.9888888888888888,0.9888888888888888,0.04523809523809519,0.04523809523809519,0.0,True,mlp,wine,0,1
1,25,0.0079399999999998,0.0001605,0.0077794999999998,97.97858942065486,0.95,0.9394444444444443,1,1,0,0.9436507936507936,0.9888888888888888,0.9888888888888888,0.04523809523809519,0.04523809523809519,0.0,True,mlp,wine,0,2
2,25,0.0079474999999998,0.0003404999999999,0.0076069999999999,95.71563384712289,0.95,0.9394444444444443,1,1,0,0.9436507936507936,0.9888888888888888,0.9888888888888888,0.04523809523809519,0.04523809523809519,0.0,True,mlp,wine,1,0
2,25,0.007963999999999801,0.0003404999999999,0.007623499999999901,95.72451029633464,0.95,0.9394444444444443,1,1,0,0.9436507936507936,0.9888888888888888,0.9888888888888888,0.04523809523809519,0.04523809523809519,0.0,True,mlp,wine,1,1
1,25,0.007965499999999799,0.0001605,0.007804999999999799,97.98506057372413,0.95,0.9394444444444443,1,1,0,0.9436507936507936,0.9888888888888888,0.9888888888888888,0.04523809523809519,0.04523809523809519,0.0,True,mlp,wine,1,2
6,25,0.0079564999999998,0.0012849999999998002,0.0066715,83.84968264940825,0.95,0.9447222222222221,25,7,18,0.9436507936507936,0.9944444444444444,0.9944444444444444,0.050793650793650724,0.050793650793650724,0.0,True,mlp,wine,2,0
1,25,0.0079609999999998,0.0001605,0.0078004999999998,97.98392161788715,0.95,0.9394444444444443,1,1,0,0.9436507936507936,0.9888888888888888,0.9888888888888888,0.04523809523809519,0.04523809523809519,0.0,True,mlp,wine,2,1
25,25,0.008111499999999801,0.008111499999999801,0.0,0.0,0.95,0.9394444444444443,1,1,0,0.9833333333333332,0.9888888888888888,0.9833333333333332,0.0,0.005555555555555647,0.0,True,mlp,wine,2,2
20,25,0.0079354999999998,0.0061414999999998,0.0017940000000000005,22.607271123433254,0.95,0.8992598266790467,25,21,4,0.8931956050758278,0.9465892912411018,0.9465892912411018,0.05339368616527396,0.05339368616527396,0.0,True,mlp,digits,0,0
22,25,0.0079114999999998,0.0068344999999998,0.0010770000000000007,13.61309486191023,0.95,0.8966077065923862,25,23,2,0.8931956050758278,0.9437975858867224,0.9437975858867224,0.05060198081089451,0.05060198081089451,0.0,True,mlp,digits,0,1
6,25,0.007946499999999801,0.0012749999999998,0.006671500000000001,83.95520040269513,0.95,0.8955565614360879,25,7,18,0.8931956050758278,0.9426911173011452,0.9426911173011452,0.04949551222531734,0.04949551222531734,0.0,True,mlp,digits,0,2
4,25,0.0079619999999998,0.0007729999999998,0.007189000000000001,90.29138407435545,0.95,0.8992612968121325,25,5,20,0.8931956050758278,0.9465908387496133,0.9465908387496133,0.0533952336737854,0.0533952336737854,0.0,True,mlp,digits,1,0
6,25,0.0079404999999998,0.0012749999999998,0.0066655,83.943076632456,0.95,0.8950155524605385,25,7,18,0.8931956050758278,0.942121634168988,0.942121634168988,0.04892602909316013,0.04892602909316013,0.0,True,mlp,digits,1,1
1,25,0.0079369999999998,0.0001605,0.0077764999999998,97.97782537482671,0.95,0.9013753481894151,25,2,23,0.8982002476013617,0.948816155988858,0.948816155988858,0.0506159083874963,0.0506159083874963,0.0,True,mlp,digits,1,2
3,25,0.007938999999999799,0.0005399999999998,0.0073989999999999985,93.19813578536575,0.95,0.8992598266790467,25,4,21,0.8931956050758278,0.9465892912411018,0.9465892912411018,0.05339368616527396,0.05339368616527396,0.0,True,mlp,digits,2,0
1,25,0.0079304999999998,0.0001605,0.0077699999999998005,97.97616795914502,0.95,0.8992510058805323,25,2,23,0.8982002476013617,0.946580006190034,0.946580006190034,0.04837975858867227,0.04837975858867227,0.0,True,mlp,digits,2,1
10,25,0.0079364999999998,0.0025409999999998,0.005395499999999999,67.9833679833697,0.95,0.9008402197462085,25,11,14,0.8931956050758278,0.9482528628907458,0.9482528628907458,0.05505725781491799,0.05505725781491799,0.0,True,mlp,digits,2,2
23,25,0.0081169999999998,0.007374999999999799,0.0007420000000000005,9.141308365159773,0.95,0.9316371681415929,1,1,0,0.9754230709517157,0.98067070330694,0.98067070330694,0.0052476323552242965,0.0052476323552242965,0.0,True,mlp,breast,0,0
16,25,0.0081259999999998,0.0047869999999998,0.003339,41.09032734432786,0.95,0.929985250737463,1,1,0,0.9595870206489676,0.97893184288154,0.97893184288154,0.01934482223257239,0.01934482223257239,0.0,True,mlp,breast,0,1
1,25,0.0081264999999996,0.0001605,0.0079659999999996,98.02498000369154,0.95,0.929985250737463,1,1,0,0.9701288619779538,0.97893184288154,0.97893184288154,0.008802980903586222,0.008802980903586222,0.021083682657972558,False,mlp,breast,0,2
2,25,0.0081274999999996,0.0003404999999999,0.0077869999999997,95.81051984005025,0.95,0.9283185840707966,1,1,0,0.9701288619779538,0.977177456916628,0.977177456916628,0.0070485949386742686,0.0070485949386742686,0.021083682657972558,False,mlp,breast,1,0
7,25,0.0081479999999996,0.0015764999999997998,0.0065714999999998,80.65169366715908,0.95,0.929985250737463,1,1,0,0.9701288619779538,0.97893184288154,0.97893184288154,0.008802980903586222,0.008802980903586222,0.010541841328986168,False,mlp,breast,1,1
1,25,0.008148499999999599,0.0001605,0.0079879999999996,98.03031232742214,0.95,0.9316519174041298,1,1,0,0.9701288619779538,0.9806862288464524,0.9806862288464524,0.010557366868498619,0.010557366868498619,0.021083682657972558,False,mlp,breast,1,2
8,25,0.0081514999999996,0.0018929999999997998,0.006258499999999801,76.77728025516907,0.95,0.9316519174041298,1,1,0,0.9701288619779538,0.9806862288464524,0.9806862288464524,0.010557366868498619,0.010557366868498619,0.010541841328986168,False,mlp,breast,2,0
1,25,0.0081429999999996,0.0001605,0.007982499999999601,98.02898194768505,0.95,0.929985250737463,1,1,0,0.9701288619779538,0.97893184288154,0.97893184288154,0.008802980903586222,0.008802980903586222,0.021083682657972558,False,mlp,breast,2,1
3,25,0.008122499999999599,0.0005444999999998,0.0075779999999997984,93.29639889196888,0.95,0.9283185840707966,1,1,0,0.9701288619779538,0.977177456916628,0.977177456916628,0.0070485949386742686,0.0070485949386742686,0.010541841328986168,False,mlp,breast,2,2
24,25,0.0080714999999999,0.0077054999999999,0.000366,4.534473146255399,0.95,-2831.6607424366093,25,25,0,-4302.1375811739845,-2980.695518354326,-2980.695518354326,1321.4420628196585,1321.4420628196585,0.0,True,mlp,diabetes,0,0
25,25,0.0080594999999999,0.0080594999999999,0.0,0.0,0.95,-2784.469084311742,25,25,0,-4302.1375811739845,-2931.020088749202,-4302.1375811739845,0.0,1371.1174924247825,0.0,True,mlp,diabetes,0,1
1,25,0.0080624999999999,0.0001615,0.0079009999999999,97.99689922480617,0.95,-2845.944127765142,25,25,0,-4302.1375811739845,-2995.7306608054128,-2995.7306608054128,1306.4069203685717,1306.4069203685717,0.0,True,mlp,diabetes,0,2
2,25,0.0080699999999999,0.000343,0.007726999999999901,95.74969021065671,0.95,-2876.181560818649,25,25,0,-4302.1375811739845,-3027.559537703841,-3027.559537703841,1274.5780434701433,1274.5780434701433,0.0,True,mlp,diabetes,1,0
2,25,0.008075999999999901,0.000343,0.007732999999999901,95.75284794452695,0.95,-2796.8796404969785,25,25,0,-4302.1375811739845,-2944.083832102083,-2944.083832102083,1358.0537490719016,1358.0537490719016,0.0,True,mlp,diabetes,1,1
1,25,0.008056,0.0001615,0.0078945,97.99528301886792,0.95,-2878.0119057104735,25,25,0,-4302.1375811739845,-3029.4862165373406,-3029.4862165373406,1272.6513646366438,1272.6513646366438,0.0,True,mlp,diabetes,1,2
6,25,0.0080564999999999,0.0012879999999999,0.0067685,84.01290883137943,0.95,-2807.7599889240278,25,25,0,-4302.1375811739845,-2955.536830446345,-2955.536830446345,1346.6007507276395,1346.6007507276395,0.0,True,mlp,diabetes,2,0
1,25,0.0080759999999999,0.0001615,0.007914499999999899,98.00024764735015,0.95,-2788.005805626187,25,25,0,-4302.1375811739845,-2934.742953290723,-2934.742953290723,1367.3946278832614,1367.3946278832614,0.0,True,mlp,diabetes,2,1
3,25,0.0080699999999999,0.000549,0.0075209999999999,93.19702602230474,0.95,-2822.7428837418006,25,25,0,-4302.1375811739845,-2971.30829867558,-2971.30829867558,1330.8292824984046,1330.8292824984046,0.0,True,mlp,diabetes,2,2
25,25,0.0081734999999996,0.0081734999999996,0.0,0.0,0.95,-20.18671697876076,25,25,0,-322.92200222407354,-21.24917576711659,-322.92200222407354,0.0,301.67282645695695,0.0,True,mlp,boston,0,0
16,25,0.0081734999999996,0.0048209999999996,0.0033524999999999996,41.01670031198585,0.95,-19.571166217113674,25,25,0,-322.92200222407354,-20.601227596961763,-20.601227596961763,302.32077462711175,302.32077462711175,0.0,True,mlp,boston,0,1
1,25,0.0081704999999996,0.0001619999999999,0.0080084999999997,98.01725720580248,0.95,-19.783931228986415,25,25,0,-322.92200222407354,-20.825190767354123,-20.825190767354123,302.0968114567194,302.0968114567194,2349.0843150899827,False,mlp,boston,0,2
2,25,0.0081704999999996,0.0003439999999998,0.0078264999999998,95.78973135059279,0.95,-19.567732625544632,25,25,0,-322.92200222407354,-20.597613290046983,-20.597613290046983,302.32438893402656,302.32438893402656,2349.0843151550353,False,mlp,boston,1,0
2,25,0.0081734999999996,0.0003439999999998,0.0078294999999998,95.79127668685611,0.95,-19.67559873110644,25,25,0,-322.92200222407354,-20.71115655905941,-20.71115655905941,302.2108456650141,302.2108456650141,2349.0843151550353,False,mlp,boston,1,1
1,25,0.0081734999999996,0.0001619999999999,0.0080114999999997,98.01798495136835,0.95,-19.17206513863617,25,25,0,-322.92200222407354,-20.18112119856439,-20.18112119856439,302.74088102550917,302.74088102550917,2349.0843150899827,False,mlp,boston,1,2
8,25,0.0081734999999996,0.0019009999999996,0.006272499999999999,76.74190983055371,0.95,-19.431466183423257,25,25,0,-322.92200222407354,-20.45417492991922,-20.45417492991922,302.4678272941543,302.4678272941543,0.0,True,mlp,boston,2,0
1,25,0.0081704999999996,0.0001619999999999,0.0080084999999997,98.01725720580248,0.95,-20.340570771584307,25,25,0,-322.92200222407354,-21.411127127983484,-21.411127127983484,301.51087509609005,301.51087509609005,2349.0843150899827,False,mlp,boston,2,1
8,25,0.0081704999999996,0.0018979999999996,0.0062725,76.77008750994808,0.95,-20.574146116564975,25,25,0,-322.92200222407354,-21.65699591217366,-21.65699591217366,301.26500631189987,301.26500631189987,0.0,True,mlp,boston,2,2
25,25,0.0060279999999998,0.0060279999999998,0.0,0.0,0.95,0.9183333333333334,25,25,0,0.7533333333333333,0.9666666666666668,0.7533333333333333,0.0,0.21333333333333349,0.0,True,adaboost,iris,0,0
24,25,0.0060279999999998,0.0057539999999998,0.00027399999999999994,4.545454545454695,0.95,0.9246666666666666,25,25,0,0.7533333333333333,0.9733333333333334,0.9733333333333334,0.22000000000000008,0.22000000000000008,0.0,True,adaboost,iris,0,1
11,25,0.0060279999999998,0.0021919999999998,0.003836,63.63636363636575,0.95,0.9246666666666666,25,12,13,0.7533333333333333,0.9733333333333334,0.9733333333333334,0.22000000000000008,0.22000000000000008,0.0,True,adaboost,iris,0,2
3,25,0.0060279999999998,0.0004169999999999,0.0056109999999999,93.08228268082425,0.95,0.9120000000000001,25,4,21,0.7533333333333333,0.9600000000000002,0.9600000000000002,0.2066666666666669,0.2066666666666669,0.0,True,adaboost,iris,1,0
2,25,0.0060279999999998,0.0002629999999999,0.0057649999999999,95.63702720637178,0.95,0.9183333333333334,25,3,22,0.7533333333333333,0.9666666666666668,0.9666666666666668,0.21333333333333349,0.21333333333333349,0.0,True,adaboost,iris,1,1
3,25,0.0060279999999998,0.0004169999999999,0.0056109999999999,93.08228268082425,0.95,0.9183333333333334,25,4,21,0.7533333333333333,0.9666666666666668,0.9666666666666668,0.21333333333333349,0.21333333333333349,0.0,True,adaboost,iris,1,2
23,25,0.0060279999999998,0.005479999999999799,0.0005480000000000007,9.090909090909404,0.95,0.9183333333333334,25,24,1,0.7533333333333333,0.9666666666666668,0.9666666666666668,0.21333333333333349,0.21333333333333349,0.0,True,adaboost,iris,2,0
25,25,0.0060279999999998,0.0060279999999998,0.0,0.0,0.95,0.9183333333333334,25,25,0,0.7533333333333333,0.9666666666666668,0.7533333333333333,0.0,0.21333333333333349,0.0,True,adaboost,iris,2,1
4,25,0.0060279999999998,0.0005859999999999,0.0054419999999999,90.27869940278833,0.95,0.9183333333333334,25,5,20,0.7533333333333333,0.9666666666666668,0.9666666666666668,0.21333333333333349,0.21333333333333349,0.0,True,adaboost,iris,2,2
3,25,0.0060279999999998,0.0004169999999999,0.0056109999999999,93.08228268082425,0.95,0.9181825396825396,25,8,17,0.7811111111111111,0.9665079365079364,0.9665079365079364,0.18539682539682534,0.18539682539682534,0.0,True,adaboost,wine,0,0
25,25,0.0060279999999998,0.0060279999999998,0.0,0.0,0.95,0.9023492063492062,25,25,0,0.7811111111111111,0.9498412698412698,0.7811111111111111,0.0,0.16873015873015873,0.0,True,adaboost,wine,0,1
24,25,0.0060279999999998,0.0057539999999998,0.00027399999999999994,4.545454545454695,0.95,0.9023492063492062,25,25,0,0.8763492063492062,0.9498412698412698,0.9498412698412698,0.07349206349206361,0.07349206349206361,0.0,True,adaboost,wine,0,2
1,25,0.0060279999999998,0.0001239999999999,0.0059039999999999,97.9429329794309,0.95,0.8916428571428572,25,7,18,0.8763492063492062,0.9385714285714286,0.9385714285714286,0.0622222222222224,0.0622222222222224,0.0,True,adaboost,wine,1,0
2,25,0.0060279999999998,0.0002629999999999,0.0057649999999999,95.63702720637178,0.95,0.9023492063492062,25,3,22,0.7811111111111111,0.9498412698412698,0.9498412698412698,0.16873015873015873,0.16873015873015873,0.0,True,adaboost,wine,1,1
3,25,0.0060279999999998,0.0004169999999999,0.0056109999999999,93.08228268082425,0.95,0.859674603174603,25,4,21,0.7811111111111111,0.9049206349206348,0.9049206349206348,0.1238095238095237,0.1238095238095237,0.0,True,adaboost,wine,1,2
14,25,0.0060249999999998,0.0030109999999998,0.0030139999999999998,50.02489626556183,0.95,0.9023492063492062,25,15,10,0.7811111111111111,0.9498412698412698,0.9498412698412698,0.16873015873015873,0.16873015873015873,0.0,True,adaboost,wine,2,0
25,25,0.0060699999999998,0.0060699999999998,0.0,0.0,0.95,0.9023492063492062,25,25,0,0.8763492063492062,0.9498412698412698,0.8763492063492062,0.0,0.07349206349206361,0.0,True,adaboost,wine,2,1
14,25,0.0060279999999998,0.0030139999999998,0.003014,50.000000000001656,0.95,0.9181825396825396,25,15,10,0.7811111111111111,0.9665079365079364,0.9665079365079364,0.18539682539682534,0.18539682539682534,0.0,True,adaboost,wine,2,2
